Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"10297-1","Creator Expert","Modular Buildings Collection",2022,"Boutique Hotel",7,3066,174.99,199.99,269.99,199.99,5702017151847,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,256.7300,,"01/01/2022","31/12/2025"
"10781-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man's Techno Trike",2,59,8.99,9.99,13.99,9.99,5702017150642,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.5100,,"01/01/2022","31/12/2022"
"10782-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Hulk vs. Rhino Truck Showdown",3,110,17.99,19.99,24.99,19.99,5702017150659,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,20.4100,,"01/01/2022","31/12/2023"
"10783-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man at Doc Ock's Lab",3,131,24.99,29.99,39.99,29.99,5702017150666,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2022"
"10784-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man Webquarters Hangout",5,155,44.99,49.99,64.99,49.99,5702017151670,,,,,,"",0,0,0,,0,0,,,,,,,,,55.2900,,"",""
"10960-1","Duplo","Disney Princess",2022,"Belle's Ballroom",,23,17.99,19.99,24.99,19.99,5702017153117,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10964-1","Duplo","",2022,"Bath Time Fun: Floating Red Panda",,5,8.99,9.99,13.99,9.99,5702017153582,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2025"
"10965-1","Duplo","",2022,"Bath Time Fun: Floating Animal Train",,14,17.99,19.99,24.99,19.99,5702017153599,,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2025"
"10966-1","Duplo","",2022,"Bath Time Fun: Floating Animal Island",,20,34.99,39.99,49.99,39.99,5702017153605,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2025"
"10978-1","Duplo","",2022,"Creative Building Time",,120,34.99,39.99,49.99,39.99,5702017189055,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
