Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"10805-1","Duplo","",2016,"Around the World",5,163,84.99,99.99,129.99,99.99,5702015597920,,57.8,47.7,12,,"",0,0,0,,0,0,,,,,,,,,117.2500,85.4600,"01/01/2016","31/12/2018"
"10806-1","Duplo","",2016,"Horses",1,20,12.99,14.99,17.99,14.99,5702015597937,673419250580,20.5,19.1,9.2,,"",0,0,0,,0,0,,,,,,,,,59.9900,,"01/01/2016","31/12/2016"
"10807-1","Duplo","",2016,"Horse Trailer",2,15,16.99,19.99,24.99,19.99,,673419250696,35.4076,19.1008,9.0932,0.57204,"",0,0,0,,0,0,,,,,,,,,41.5900,20.6300,"01/01/2016","31/12/2016"
"10808-1","Duplo","",2016,"Little Plane",1,13,9.99,9.99,12.99,9.99,,673419250702,19.1008,14.097,9.0932,0.2131882,"",0,0,0,,0,0,,,,,,,,,10.0700,,"01/01/2016","31/12/2017"
"10809-1","Duplo","",2016,"Police Patrol",2,15,12.99,14.99,17.99,14.99,,673419250719,20.4978,19.1008,9.1948,0.3810173,"",0,0,0,,0,0,,,,,,,,,12.2000,8.0100,"01/01/2016","31/12/2018"
"10810-1","Duplo","Trains",2016,"Push Train",2,45,24.99,29.99,29.99,29.99,,673419250726,38.2016,26.2128,11.811,1.038726,"",0,0,0,,0,0,,,,,,,,,43.8300,23.4700,"01/06/2016","31/12/2017"
"10811-1","Duplo","Construction",2016,"Backhoe Loader",1,19,12.99,14.99,17.99,14.99,,673419250733,26.2128,19.1008,9.0932,0.394625,"",0,0,0,,0,0,,,,,,,,,46.0400,17.2600,"01/06/2016","31/12/2017"
"10812-1","Duplo","Construction",2016,"Truck & Tracked Excavator",2,28,16.99,19.99,24.99,19.49,5702015599399,673419250740,28.194,26.2128,9.5504,0.6531725,"",0,0,0,,0,0,,,,,,,,,26.6600,11.4800,"01/06/2016","31/12/2020"
"10813-1","Duplo","Construction",2016,"Big Construction Site",3,67,49.99,49.99,59.99,49.99,5702015599405,673419250856,54.0004,28.194,11.811,1.492318,"",0,0,0,,0,0,,,,,,,,,46.9700,40.0500,"01/06/2016","31/12/2019"
"10814-1","Duplo","",2016,"Tow Truck",2,28,16.99,19.99,24.99,19.99,,673419250863,26.2128,19.1008,11.811,0.54934,"",0,0,0,,0,0,,,,,,,,,29.0000,9.7900,"01/01/2016","31/12/2016"
"10815-1","Duplo","",2016,"My First Rocket",,18,8.99,9.99,12.99,9.99,5702015594967,673419250160,20.4978,19.1008,9.1948,0.3674095,"",0,0,0,,0,0,,,,,,,,,29.6100,9.7600,"",""
"10816-1","Duplo","",2016,"My First Cars and Trucks",,36,14.99,19.99,24.99,19.99,,673419250177,28.194,26.2128,9.5504,0.6849239,"",0,0,0,,0,0,,,,,,,,,17.7900,,"",""
"10817-1","Duplo","",2016,"Creative Chest",,70,19.99,29.99,39.99,24.99,5702015595292,673419250184,26.0096,21.9964,16.2052,0.9389355,"",0,0,0,,0,0,,,,,,,,,23.2700,,"",""
"10818-1","Duplo","",2016,"My First Truck",2,29,16.99,19.99,19.99,19.99,,673419250191,35.4076,19.1008,9.0932,0.6350288,"",0,0,0,,0,0,,,,,,,,,17.2300,16.1100,"01/01/2016","31/07/2018"
"10819-1","Duplo","",2016,"My First Garden",2,25,16.99,19.99,19.99,19.99,,673419250207,35.4076,19.1008,11.811,0.57204,"",0,0,0,,0,0,,,,,,,,,19.8800,18.0000,"01/01/2016","31/12/2016"
"10820-1","Duplo","",2016,"Creative Construction Basket",2,110,29.99,59.99,74.99,39.99,5702015595322,673419250214,33.8,20.8,22,,"",0,0,0,,0,0,,,,,,,,,46.3600,,"01/06/2016","31/12/2017"
"10822-1","Duplo","Sofia the First",2016,"Sofia's Magical Carriage",1,30,24.99,29.99,39.99,29.99,,673419250115,28.194,26.2128,7.5946,0.508023,"",0,0,0,,0,0,,,,,,,,,42.3700,30.4000,"01/06/2016","31/12/2017"
"10824-1","Duplo","Miles from Tomorrowland",2016,"Miles' Space Adventures",1,23,17.99,19.99,24.99,19.99,,673419250870,22.1996,26.2128,6.1976,0.34958,"",0,0,0,,0,0,,,,,,,,,18.0000,,"01/01/2016","31/12/2016"
"10825-1","Duplo","Miles from Tomorrowland",2016,"Miles' Exo-Flex Suit",1,37,19.99,24.99,29.99,24.99,,673419250887,28.194,26.2128,7.5946,0.58112,"",0,0,0,,0,0,,,,,,,,,38.3800,26.0000,"01/06/2016","31/12/2016"
"10826-1","Duplo","Miles from Tomorrowland",2016,"Miles' Stellosphere Hangar",1,44,29.99,34.99,44.99,34.99,,673419250894,38.2016,26.2128,9.398,0.8172,"",0,0,0,,0,0,,,,,,,,,41.3300,,"01/01/2016","31/12/2016"
"10827-1","Duplo","Mickey Mouse Clubhouse",2016,"Mickey & Friends Beach House",3,48,29.99,34.99,44.99,34.99,,673419248662,38.2016,26.2128,9.398,0.7892501,"",0,0,0,,0,0,,,,,,,,,48.5600,35.0000,"01/06/2016","31/07/2018"
"10828-1","Duplo","Doc McStuffins",2016,"Doc's Pet Vet Care",1,30,19.99,24.99,29.99,24.99,,673419248693,35.4076,19.1008,7.0104,0.4354483,"",0,0,0,,0,0,,,,,,,,,22.4200,34.1800,"01/06/2016","31/12/2017"
"10829-1","Duplo","Mickey Mouse Clubhouse",2016,"Mickey's Workshop",1,18,16.99,19.99,24.99,19.99,,673419248679,26.2128,19.1008,9.0932,0.42676,"",0,0,0,,0,0,,,,,,,,,20.7000,,"01/01/2016","31/12/2016"
"10830-1","Duplo","Minnie",2016,"Minnie's Café",1,27,16.99,19.99,24.99,19.99,,673419248686,26.2128,19.1008,9.0932,0.4218405,"",0,0,0,,0,0,,,,,,,,,32.3400,15.1200,"01/01/2016","31/12/2017"
"10831-1","Duplo","",2016,"My First Caterpillar",,19,9.99,9.99,12.99,9.99,5702015597555,,,,,,"",0,0,0,,0,0,,,,,,,,,12.1300,,"",""
"11911-1","City","Book Parts",2016,"City: Build Your Own Adventure parts",1,92,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,12.0000,,"",""
"11912-1","Star Wars","Book Parts",2016,"Parts for LEGO Star Wars: Build Your Own Adventure",1,73,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.4900,13.5900,"",""
"21026-1","Architecture","Skylines",2016,"Venice",,212,24.99,29.99,39.99,29.99,5702015591232,673419247184,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,167.1000,120.2200,"01/01/2016","31/12/2017"
"21027-1","Architecture","Skylines",2016,"Berlin",,289,24.99,29.99,39.99,29.99,5702015591225,673419247177,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,197.2500,135.9400,"01/01/2016","31/12/2017"
"21028-1","Architecture","Skylines",2016,"New York City",,598,44.99,59.99,74.99,49.99,5702015591218,673419247160,26.2,19.1,6.1,0.72,"",1,1,0,,0,1,,,,,,,,,46.4200,31.2200,"01/01/2016","31/12/2023"
"21029-1","Architecture","Landmark Series",2016,"Buckingham Palace",,780,44.99,49.99,69.99,49.99,5702015591201,673419247153,26.2,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,90.9600,64.4500,"01/09/2016","31/12/2018"
"21030-1","Architecture","Landmark Series",2016,"United States Capitol Building",,1032,84.99,99.99,129.99,99.99,5702015591195,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,146.9000,104.3000,"01/09/2016","31/12/2019"
"21031-1","Architecture","Landmark Series",2016,"Burj Khalifa",,333,44.99,39.99,49.99,39.99,5702015591188,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,74.3100,52.1300,"01/01/2016","31/12/2017"
"21123-1","Minecraft","Minifig-scale",2016,"The Iron Golem",3,208,19.99,19.99,24.99,19.99,,673419246798,26.2128,19.1008,6.096,0.3900891,"",0,0,0,,0,0,,,,,,,,,36.1300,14.3600,"01/03/2016","31/12/2018"
"21124-1","Minecraft","Minifig-scale",2016,"The End Portal",3,559,54.99,59.99,74.99,59.99,,673419246804,38.2016,26.2128,7.0612,0.9434714,"",0,0,0,,0,0,,,,,,,,,169.6700,77.0100,"01/03/2016","31/12/2017"
"21125-1","Minecraft","Minifig-scale",2016,"The Jungle Tree House",4,706,79.99,69.99,89.99,89.99,,673419246811,48.006,28.194,6.096,1.329025,"",0,0,0,,0,0,,,,,,,,,202.4400,86.1600,"01/03/2016","31/12/2017"
"21126-1","Minecraft","Minifig-scale",2016,"The Wither",3,318,29.99,39.99,49.99,34.99,,673419246828,35.4076,19.1008,5.8928,0.5443104,"",0,0,0,,0,0,,,,,,,,,119.1500,50.4600,"01/03/2016","31/12/2017"
"21127-1","Minecraft","Minifig-scale",2016,"The Fortress",4,984,99.99,109.99,139.99,109.99,,673419246835,48.006,37.7952,9.398,1.855191,"",0,0,0,,0,0,,,,,,,,,250.9700,126.6900,"01/09/2016","31/12/2017"
"21128-1","Minecraft","Minifig-scale",2016,"The Village",9,1600,179.99,199.99,249.99,199.99,5702015590594,673419222792,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,462.6500,347.2600,"01/06/2016","31/12/2017"
"21305-1","Ideas","",2016,"Maze",,769,59.99,69.99,89.99,69.99,5702015647090,673419254649,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,153.4900,103.2600,"01/04/2016","31/12/2016"
"21306-1","Ideas","Licensed",2016,"The Beatles Yellow Submarine",5,553,54.99,59.99,69.99,59.99,5702015735049,,26.2,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,142.5400,112.3200,"01/11/2016","31/12/2017"
"21307-1","Ideas","Licensed",2016,"Caterham Seven 620R",,771,74.99,79.99,,,5702015870559,673419267885,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,117.9100,92.1400,"01/10/2016","31/12/2017"
"30277-1","Star Wars","The Force Awakens",2016,"First Order Star Destroyer",,56,,,,,5702015608589,673419251181,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,7.6000,4.7400,"01/01/2016","31/12/2016"
"30278-1","Star Wars","The Force Awakens",2016,"Poe's X-wing Fighter",,64,3.99,3.99,,4.99,5702015608596,673419251198,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,6.6400,4.1900,"01/01/2016","31/12/2016"
"30279-1","Star Wars","The Force Awakens",2016,"Kylo Ren's Command Shuttle",,43,,,,,5702015608602,673419251204,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.6300,1.5000,"01/01/2016","31/12/2016"
"30321-1","Duplo","",2016,"Duck",,4,,,,,5702015608503,,17,19.5,1.2,,"",0,0,0,,0,0,,,,,,,,,4.2900,2.5000,"01/01/2016","31/12/2016"
"30322-0","Duplo","",2016,"Wildlife {Random bag}",,7,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30322-2","Duplo","",2016,"Wildlife - Polar Bear",,4,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30322-3","Duplo","",2016,"Wildlife - Penguin",,4,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30322-4","Duplo","",2016,"Wildlife - Tortoise",,4,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30322-5","Duplo","",2016,"Wildlife - Lion Cub",,4,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30322-6","Duplo","",2016,"Wildlife - Elephant",,4,,,,,,,20,19.5,1.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2016","31/12/2016"
"30346-1","City","Prison Island",2016,"Prison Island Floatplane",1,46,,,,,5702015608534,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.1400,3.3100,"01/01/2016","31/12/2017"
"30347-1","City","Fire",2016,"Fire Car",1,53,,3.99,,,5702015608541,,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,4.3400,2.2400,"01/01/2016","31/12/2017"
"30348-1","City","Construction",2016,"Mini Dumper",1,45,,,,,5702015608558,,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.5400,4.0300,"01/01/2016","31/12/2017"
"30349-1","City","Traffic",2016,"Sports Car",1,47,,3.99,,,5702015608565,673419251167,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,4.6900,2.0000,"01/01/2016","31/12/2017"
"30350-1","City","Volcano Explorers",2016,"Volcano Jackhammer",1,53,,,,,,673419251174,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,7.2000,4.5000,"01/06/2016","31/12/2016"
"30371-1","Nexo Knights","Miscellaneous",2016,"Knight's Cycle",1,42,,,,,5702015598361,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.0100,3.2900,"01/01/2016","31/12/2016"
"30372-1","Nexo Knights","Miscellaneous",2016,"Robin's Mini Fortrex",1,45,,,,,5702015608473,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,3.3300,2.3700,"01/01/2016","31/12/2016"
"30373-1","Nexo Knights","Miscellaneous",2016,"Knighton Hyper Cannon",1,47,,,,,5702015608480,673419250788,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.1000,1.7300,"01/01/2016","31/12/2016"
"30374-1","Nexo Knights","Miscellaneous",2016,"The Lava Slinger",1,40,,,,,5702015608497,673419250795,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.0600,2.6600,"01/01/2016","31/12/2016"
"30375-1","Elves","Promotional",2016,"Sira's Adventurous Airglider",1,24,,,,,5702015608527,673419250825,17,17,0.5,,"",0,0,0,,0,0,,,,,,,,,11.8800,7.3600,"01/03/2016","31/12/2016"
"30396-1","Friends","",2016,"Cupcake Stall",1,28,,,,,5702015608701,673419251112,17,17,0.5,,"",0,0,0,,0,0,,,,,,,,,4.7700,3.5800,"01/01/2016","31/12/2017"
"30397-1","Disney","Frozen",2016,"Olaf's Summertime Fun",1,48,,,,,5702015607957,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,6.5600,4.2500,"01/01/2016","31/12/2016"
"30398-1","Friends","Adventure Camp",2016,"Adventure Camp Bridge",1,37,,,,,5702015608794,673419251303,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,4.4000,3.2600,"01/01/2016","31/12/2016"
"30399-1","Friends","Amusement Park",2016,"Bowling Alley",1,51,,3.99,,,5702015608718,673419251129,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.0900,2.8700,"01/06/2016","31/12/2016"
"30421-1","Ninjago","Skybound",2016,"Skybound Plane",1,30,,,,,5702015608725,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,4.7600,4.7000,"01/01/2016","31/12/2016"
"30422-1","Ninjago","Skybound",2016,"Kai's Mini Dragon",1,39,,,,,5702015608732,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,4.9900,1.8500,"01/01/2016","31/12/2016"
"30423-1","Ninjago","Skybound",2016,"Anchor-Jet",1,38,,,,,5702015608749,673419251259,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.9900,7.0400,"01/06/2016","31/12/2016"
"30424-1","Ninjago","General",2016,"WU-CRU Training Dojo",2,43,,,,,5702015608756,673419251266,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,8.6100,4.8900,"01/06/2016","31/12/2016"
"30446-1","DC Comics Super Heroes","DC Extended Universe",2016,"The Batmobile",,63,,3.99,,,5702015608770,673419251260,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,5.4800,6.4900,"01/01/2016","31/12/2016"
"30447-1","Marvel Super Heroes","Captain America: Civil War",2016,"Captain America's Motorcycle ",1,25,,,,,5702015643245,673419254489,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,14.3100,6.7200,"01/03/2016","31/12/2016"
"30448-1","Marvel Super Heroes","Ultimate Spider-Man",2016,"Spider-Man vs. The Venom Symbiote",1,49,,,,,5702015618144,673419252706,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,23.5600,17.4600,"01/03/2016","31/12/2016"
"30471-1","Creator","Miscellaneous",2016,"Helicopter",,47,,,,,5702015608671,673419251082,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,3.2500,2.2500,"01/01/2016","31/12/2017"
"30472-1","Creator","Promotional",2016,"Parrot",,43,,,,,5702015608688,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,4.4100,6.0000,"01/01/2016","31/12/2016"
"30473-1","Juniors","City",2016,"Racer",1,30,,,,,5702015607964,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.2600,,"01/01/2016","31/12/2016"
"30474-1","Creator","Seasonal",2016,"Reindeer",,77,,3.49,,,5702015608695,673419251105,17,17,1,,"",0,0,0,,0,0,,,,,,,,,9.3300,4.9000,"01/06/2016","31/12/2016"
"30601-1","Scooby-Doo","Promotional",2016,"Scooby-Doo",,2,,,,,5702015773348,673419260886,,,,,"",0,0,0,,0,0,,,,,,,,,16.8900,7.9500,"",""
"30602-1","Star Wars","The Force Awakens",2016,"First Order Stormtrooper",1,7,,,,,5702015608763,673419251273,,,,,"",0,0,0,,0,0,,,,,,,,,10.2600,6.0900,"",""
"30603-1","DC Comics Super Heroes","Batman Classic TV Series",2016,"Batman Classic TV Series - Mr. Freeze",1,16,,,,,5702015608787,673419251297,14,14,0.4,,"",0,0,0,,0,0,,,,,,,,,8.4000,6.3000,"01/03/2016","31/12/2016"
"30604-1","DC Comics Super Heroes","Promotional",2016,"Cosmic Boy",1,7,,,,,5702015618120,673419252683,,,,,"",0,0,0,,0,0,,,,,,,,,8.1500,6.5800,"",""
"30605-1","Star Wars","The Force Awakens",2016,"Finn (FN-2187)",1,5,,,,,5702015618113,673419252669,,,,,"",0,0,0,,0,0,,,,,,,,,8.0700,14.0000,"",""
"30606-1","DC Comics Super Heroes","Batman",2016,"Nightwing",1,6,,,,,5702015618137,673419252690,,,,,"",0,0,0,,0,0,,,,,,,,,14.1600,10.0000,"",""
"31040-1","Creator","3 in 1",2016,"Desert Racers",,65,4.99,4.99,6.99,4.99,,673419246927,12.192,9.0932,4.699,0.07264,"",0,0,0,,0,0,,,,,,,,,7.4900,5.4500,"",""
"31041-1","Creator","3 in 1",2016,"Construction Vehicles",,64,4.99,4.99,6.99,4.99,,673419246910,12.192,9.0932,4.699,0.07264,"",0,0,0,,0,0,,,,,,,,,19.0100,4.2700,"",""
"31042-1","Creator","3 in 1",2016,"Super Soarer",,100,9.99,9.99,12.99,9.99,,673419246989,19.1008,14.097,4.5974,0.1814368,"",0,0,0,,0,0,,,,,,,,,16.6000,9.5000,"",""
"31043-1","Creator","3 in 1",2016,"Chopper Transporter",,124,9.99,9.99,12.99,9.99,,673419246972,19.1008,14.097,4.5974,0.17252,"",0,0,0,,0,0,,,,,,,,,20.0000,6.1100,"",""
"31044-1","Creator","3 in 1",2016,"Park Animals",,202,12.99,14.99,19.99,14.99,5702015590068,673419246903,26.2128,14.097,4.8006,0.28148,"",0,0,0,,0,0,,,,,,,,,36.1000,19.9400,"",""
"31045-1","Creator","3 in 1",2016,"Ocean Explorer",,213,12.99,14.99,19.99,14.99,,673419246965,26.2128,14.097,6.096,0.3220503,"",0,0,0,,0,0,,,,,,,,,40.4100,12.5100,"",""
"31046-1","Creator","3 in 1",2016,"Fast Car",,222,17.99,19.99,24.99,19.99,,673419246958,26.2128,19.1008,4.5974,0.399161,"",0,0,0,,0,0,,,,,,,,,28.2300,11.6600,"",""
"31047-1","Creator","3 in 1",2016,"Propeller Plane",,230,17.99,19.99,24.99,19.99,5702015591003,673419246941,26.2128,19.1008,6.096,0.4399842,"",0,0,0,,0,0,,,,,,,,,28.8600,8.7700,"01/01/2016","31/12/2017"
"31048-1","Creator","3 in 1",2016,"Lakeside Lodge",1,368,19.99,29.99,39.99,24.99,5702015590051,673419246897,35.4076,19.1008,5.8928,0.625957,"",0,0,0,,0,0,,,,,,,,,45.3900,30.1900,"01/01/2016","31/12/2017"
"31049-1","Creator","3 in 1",2016,"Twin Spin Helicopter",,326,19.99,29.99,39.99,29.99,,673419246934,35.4076,19.1008,5.8928,0.5760618,"",0,0,0,,0,0,,,,,,,,,29.4400,13.5000,"01/06/2016","31/12/2017"
"31050-1","Creator","3 in 1",2016,"Corner Deli",2,467,27.99,39.99,49.99,34.99,5702015590044,673419246880,38.2016,26.2128,5.6388,0.7892501,"",0,0,0,,0,0,,,,,,,,,63.4700,42.8000,"01/01/2016","31/12/2017"
"31051-1","Creator","3 in 1",2016,"Lighthouse Point",2,528,44.99,59.99,74.99,49.99,5702015590037,673419246873,48.006,28.194,6.096,1.025118,"",0,0,0,,0,0,,,,,,,,,81.5600,66.6500,"01/06/2016","31/12/2017"
"31052-1","Creator","3 in 1",2016,"Vacation Getaways",2,792,54.99,69.99,89.99,59.99,5702015590020,673419246866,54.0004,28.194,5.8928,1.401599,"",0,0,0,,0,0,,,,,,,,,89.7800,65.9700,"01/06/2016","31/07/2018"
"31053-1","Creator","3 in 1",2016,"Treehouse Adventures",2,387,24.99,34.99,44.99,29.99,5702015590013,673419246859,28.194,26.2128,5.8928,0.7030676,"",0,0,0,,0,0,,,,,,,,,42.2000,19.5000,"01/06/2016","31/12/2017"
"40127-2","Promotional","Uniqlo",2016,"Space Shuttle (Uniqlo edition)",,39,,,,,,673419259996,,,,,"",0,0,0,,0,0,,,,,,,,,16.4000,,"",""
"40128-2","Promotional","Uniqlo",2016,"Robot (Uniqlo edition)",,50,,,,,,673419260008,,,,,"",0,0,0,,0,0,,,,,,,,,16.4000,,"",""
"40130-2","Promotional","Uniqlo",2016,"Koala (Uniqlo edition)",,65,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.8100,,"",""
"40131-2","Promotional","Uniqlo",2016,"Parrot (Uniqlo edition)",,55,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,16.4000,,"",""
